ID,省份名,城市名,cv,con_y,env_y
98.0,青海省,西宁市,0.728942597197396,0.3419508106628617,0.27028999986966395
39.0,湖北省,咸宁市,0.640525005872739,0.27972675393295177,0.21547356894093372
17.0,陕西省,咸阳市,0.594189662493808,0.24711816335934234,0.18674695343561115
28.0,河南省,新乡市,0.612514792841067,0.2600145104914865,0.19810802114726195
97.0,山东省,烟台市,0.728512186683828,0.3416479084031173,0.2700231574027462
54.0,吉林省,延边朝鲜族自治州,0.652625700808967,0.28824264219571216,0.22297566098193689
79.0,山西省,阳泉市,0.683959408437644,0.31029380160680875,0.24240168236790305
76.0,四川省,宜宾市,0.677448518044889,0.30571174947112667,0.23836511262932591
,,义乌市,0.668999956,0.2997660570349119,0.23312724072123192
58.0,宁夏回族自治区,银川市,0.657155691678832,0.29143063233036137,0.2257841284815088
1.0,陕西省,榆林市,0.496316653362755,0.1782398374373455,0.12606842821861391
94.0,青海省,玉树藏族自治州,0.721891182828863,0.336988363698178,0.2659183204007758
8.0,广东省,湛江市,0.578398893389881,0.23600537802091548,0.1769571187327113
22.0,湖南省,张家界市,0.603045376922015,0.2533503900996219,0.19223724842109546
46.0,甘肃省,张掖市,0.647016538669007,0.284295183121391,0.2194981375117016
12.0,福建省,漳州市,0.585595821535769,0.24107023059744037,0.1814190126691737
14.0,吉林省,长春市,0.590332401257742,0.24440360804993844,0.18435555947256482
30.0,湖南省,长沙市,0.618901818024221,0.2645093922381815,0.20206779792411228
80.0,江苏省,镇江市,0.690171105995168,0.31466529618631134,0.2462527609260362
9.0,河南省,郑州市,0.580209290324137,0.23727944848419202,0.17807951414083584
45.0,重庆市,重庆市,0.645585000365578,0.28328773517727623,0.2186106238466481
47.0,广东省,珠海市,0.648063243270098,0.285031803577818,0.22014706505664916
63.0,山东省,淄博市,0.665626174237208,0.29739175137178353,0.2310355904941903
29.0,贵州省,遵义市,0.613619111968056,0.26079167728574326,0.19879266808505958
